Type,Latitude,Longitude,Message
Roadwork,1.2924810043150827,103.76636316229573,(22/3)10:29 Roadworks on West Coast Highway (towards Tuas) after Clementi Road. Avoid left lane.
Roadwork,1.3369132909301151,103.98104023131653,(22/3)10:28 Roadworks on PIE (towards Changi Airport) before ECP. Avoid lane 2.
Roadwork,1.3189846513571994,103.84367536767118,(22/3)10:28 Roadworks on Thomson Road (towards SLE) after Newton Road. Avoid right lane.
Roadwork,1.3228443830802146,103.70981434054438,(22/3)10:27 Roadworks on Jalan Boon Lay (towards Tractor Road) after Jalan Ahmad Ibrahim. Avoid right lane.
Roadwork,1.2996343458068076,103.76310782717468,(22/3)10:26 Roadworks on West Coast Highway (towards Tuas) after Clementi Road. Avoid right lane.
Roadwork,1.2727148874881777,103.84366189965914,(22/3)10:25 Roadworks on Keppel Road (towards City) after Tanjong Pagar Road. Avoid right lane.
Roadwork,1.315087427704057,103.65531576772112,(22/3)10:24 Roadworks on Pioneer Road (towards City) after Tuas Avenue 2. Avoid left lane.
Roadwork,1.3388409101723446,103.64685453955644,(22/3)10:23 Roadworks on AYE (towards MCE) after Tuas West Rd. Avoid lane 3.
Roadwork,1.3126874941232831,103.76673561649656,(22/3)10:22 Roadworks on Commonwealth Avenue West (towards Tuas) after Clementi Avenue 2.
Roadwork,1.3123493193197606,103.72896030120954,(22/3)10:19 Roadworks on Jalan Buroh (towards Tuas) after Penjuru Road. Avoid left lane.
Roadwork,1.3137310723280626,103.72216739850748,(22/3)10:18 Roadworks on Jalan Buroh (towards Tuas) after Penjuru Road. Avoid left lane.
Roadwork,1.3217240822909888,103.71010372923222,(22/3)10:17 Roadworks on Jalan Boon Lay (towards Jurong Pier Road) after Jalan Ahmad Ibrahim. Avoid left lane.
Roadwork,1.317962899410919,103.74831222387094,(22/3)10:16 Roadworks on West Coast Road (towards Pandan Gardens) after West Coast Highway. Avoid left lane.
Roadwork,1.328873439383022,103.75766635223167,(22/3)10:15 Roadworks on Toh Tuck Avenue (towards Old Toh Tuck Road) after Toh Tuck Link. Avoid left lane.
Roadwork,1.3232742228392163,103.66380279137732,(22/3)10:15 Roadworks on PIE (towards Changi Airport) before Pasir Laba. Avoid lane 3.
Roadwork,1.4151420279968656,103.75496249011779,(22/3)10:13 Roadworks on Woodlands Road (towards City) after Turf Club avenue. Avoid left lane.
Roadwork,1.3069157384913128,103.91554866379418,(22/3)10:12 Roadworks on Marine Parade Road (towards Marine Terrace) after Telok Kurau Road. Avoid left lane.
Roadwork,1.3010717532442801,103.90283561361355,(22/3)10:12 Roadworks on Marine Parade Road (towards Brooke Road) after Amber Road. Avoid left lane.
Roadwork,1.3236854417937287,103.66415571370436,(22/3)10:11 Roadworks on PIE (towards Tuas) after AYE Exit. Avoid lane 3.
Roadwork,1.3830773201978512,103.82566109957767,(22/3)10:10 Roadworks on Upper Thomson Road (towards Newton) after Tagore Drive. Avoid left lane.
Heavy Traffic,1.3264595995509962,103.73925442710393,(22/3)10:09 Heavy Traffic on AYE (towards Tuas) at Penjuru Rd Exit.
Roadwork,1.2930907172813746,103.78540936391279,(22/3)10:09 Roadworks on AYE (towards Tuas) at South Buona Vista Rd Exit.
Roadwork,1.328536660587077,103.8407163930843,(22/3)10:09 Roadworks on Thomson Road (towards SLE) after Balestier Road. Avoid left lane.
Roadwork,1.3199511218146416,103.905045833738,(22/3)10:08 Roadworks on Jalan Eunos (towards Still Rd) after PIE.
Roadwork,1.3566499300929247,103.76815750008491,(22/3)10:05 Roadworks on Upper Bukit Timah Road (towards City) after Hillview Road. Avoid left lane.
Roadwork,1.4142406293152685,103.80560722047898,(22/3)10:03 Roadworks on SLE (towards BKE) before Mandai Rd Exit. Avoid lane 1.
Roadwork,1.3294309813532716,103.85421189073855,(22/3)10:01 Roadworks on PIE (towards Changi Airport) at Toa Payoh (Kim Keat Link) Exit.
Roadwork,1.3450132425648458,103.73916495275745,(22/3)10:00 Roadworks on PIE (towards Tuas) at Jurong Town Hall Rd Exit.
Roadwork,1.3984623126709115,103.90049666890374,(22/3)9:58 Roadworks on TPE (towards SLE) after Punggol Rd Exit. Avoid lane 3.
Roadwork,1.389098692736054,103.75915018489758,(22/3)9:57 Roadworks on KJE (towards PIE) after Woodlands Rd Exit.
Roadwork,1.4263689831900894,103.78384462395445,(22/3)9:57 Roadworks on SLE (towards BKE) at Woodlands Ave 2 Entrance.
Roadwork,1.376235536321412,103.93090964274099,(22/3)9:56 Roadworks on TPE (towards PIE) after Pasir Ris Dr 12 Exit. Avoid lane 3.
Roadwork,1.3210008554744823,103.81231301900037,(22/3)9:55 Roadworks on Adam Road (towards Lornie) at Farrer Flyover. Avoid left lane.
Roadwork,1.4012258608558512,103.87817141195495,(22/3)9:52 Roadworks on TPE (towards SLE) before Jalan Kayu Exit. Avoid lane 3.
